"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs"
"83664","83664","txn","","","Agelaius","","83664","genus","Agelaius","83663","18185","extant","26"
"369274","369274","txn","","","Dolichonyx","","369274","genus","Dolichonyx","83663","65172","extant","1"
"129846","129846","txn","","","Molothrus","","129846","genus","Molothrus","83663","27720","extant","10"
"289718","289718","txn","","","Megaquiscalus","","289718","genus","Megaquiscalus","83663","50336","extant","0"
"130726","130726","txn","","","Sturnella","","130726","genus","Sturnella","83663","27864","extant","28"
"290131","290131","txn","","","Cremaster","","290131","genus","Cremaster","83663","50473","extinct","2"
"370957","370957","txn","","","Pyelorhamphus","","370957","genus","Pyelorhamphus","83663","65508","extinct","0"
"414920","414920","txn","","","Cassidix","","414920","genus","Cassidix","83663","31036","extant","0"
"83665","83665","txn","","","Euphagus","","83665","genus","Euphagus","83663","18185","extant","11"
"145636","145636","txn","","","Icterus","","145636","genus","Icterus","83663","29713","extant","12"
"428638","428638","txn","","","Xanthornus","subjective synonym of","145636","genus","Icterus","83663","65172","extant","12"
"133809","133809","txn","","","Quiscalus","","133809","genus","Quiscalus","83663","28198","extant","13"
"510589","510589","txn","","","Holoquiscalus","subjective synonym of","133809","genus","Quiscalus","83663","65172","extant","13"
"161531","161531","txn","","","Xanthocephalus","","161531","genus","Xanthocephalus","83663","31547","extant","6"
"335553","335553","txn","","","Scolecophagus","","335553","genus","Scolecophagus","83663","57864","extinct","0"
"372260","372260","txn","","","Gymnomystax","","372260","genus","Gymnomystax","83663","65172","extant","1"
"290119","290119","txn","","","Pandanaris","","290119","genus","Pandanaris","83663","89873","extinct","4"
"372257","372257","txn","","","Chrysomus","","372257","genus","Chrysomus","83663","65172","extant","1"
"143827","143827","txn","","","Rhipidura","","143827","genus","Rhipidura","368329","29521","extant","16"
"369493","369493","txn","","","Strepera","","369493","genus","Strepera","230838","65172","extant","2"
"369365","369365","txn","","","Gymnorhina","","369365","genus","Gymnorhina","230838","65172","extant","3"
"430871","430871","txn","","","Kurrartapu","","430871","genus","Kurrartapu","230838","74750","extinct","0"
"372056","372056","txn","","","Dulus","","372056","genus","Dulus","372057","65172","extant","2"
"133801","133801","txn","","","Piranga","","133801","genus","Piranga","368365","28198","extant","6"
"39452","39452","txn","","","Passerina","","39452","genus","Passerina","368365","4783","extant","2"
"369237","369237","txn","","","Spiza","","369237","genus","Spiza","368365","65172","extant","1"
"368384","368384","txn","","","Pheucticus","","368384","genus","Pheucticus","368365","65172","extant","4"
"289504","289504","txn","","","Cardinalis","","289504","genus","Cardinalis","368365","50310","extant","7"
"368722","368722","txn","","","Richmondena","objective synonym of","289504","genus","Cardinalis","368365","65172","extant","7"
"430868","430868","txn","","","Longmornis","","430868","genus","Longmornis","368090","74750","extinct","0"
"143848","143848","txn","","","Turnagra","","143848","genus","Turnagra","368090","29521","extinct","17"
"368088","368088","txn","","","Oriolus","","368088","genus","Oriolus","368090","65172","extant","0"
"369316","369316","txn","","","Plectrophenax","","369316","genus","Plectrophenax","369317","65172","extant","5"
"369335","369335","txn","","","Calcarius","","369335","genus","Calcarius","369317","65172","extant","4"
"369421","369421","txn","","","Plectrophanes","subjective synonym of","369335","genus","Calcarius","369317","65172","extant","4"
"106069","106069","txn","","","Wieslochia","","106069","genus","Wieslochia","39441","25158","extinct","1"
"370649","370649","txn","","","Hypsipetes","","370649","genus","Hypsipetes","370651","65172","extant","14"
"372389","372389","txn","","","Polioptila","","372389","genus","Polioptila","372390","65172","extant","1"
"372910","372910","txn","","","Cettia","","372910","genus","Cettia","372911","65172","extant","2"
"430865","430865","txn","","","Daphoenositta","","430865","genus","Daphoenositta","430864","74750","extinct","0"
"414909","414909","txn","","","Chamaea","","414909","genus","Chamaea","414908","31036","extant","1"
"416947","416947","txn","","","Erythropitta","","416947","genus","Erythropitta","99141","72122","extant","0"
"415928","415928","txn","","","Rupicola","","415928","genus","Rupicola","415929","72122","extant","0"
"39443","39443","txn","","","Palaeoscinis","","39443","genus","Palaeoscinis","39442","68467","extinct","1"
"124207","124207","txn","","","Certhia","","124207","genus","Certhia","372893","12782","extant","2"
"430377","430377","txn","","","Regulus","","430377","genus","Regulus","158463","58139","extant","1"
"430369","430369","txn","","","Hippolais","","430369","genus","Hippolais","158463","58139","extant","0"
"430364","430364","txn","","","Locustella","","430364","genus","Locustella","158463","58139","extant","1"
"368101","368101","txn","","","Sylvia","","368101","genus","Sylvia","158463","65172","extant","11"
"370945","370945","txn","","","Palaeocorax","","370945","genus","Palaeocorax","39445","65508","extinct","0"
"430359","430359","txn","","","Miocorvus","","430359","genus","Miocorvus","39445","58139","extinct","0"
"369848","369848","txn","","","Miocorax","replaced by","430359","genus","Miocorvus","39445","65508","extinct","0"
"369233","369233","txn","","","Nucifraga","","369233","genus","Nucifraga","39445","65172","extant","4"
"129833","129833","txn","","","Perisoreus","","129833","genus","Perisoreus","39445","27720","extant","9"
"373104","373104","txn","","","Cyanopica","","373104","genus","Cyanopica","39445","65172","extant","3"
"414904","414904","txn","","","Cyanocephalus","","414904","genus","Cyanocephalus","414901","31036","extant","0"
"368476","368476","txn","","","Garrulus","","368476","genus","Garrulus","39445","65172","extant","17"
"105678","105678","txn","","","Protocitta","","105678","genus","Protocitta","39445","50469","extinct","4"
"289508","289508","txn","","","Aphelocoma","","289508","genus","Aphelocoma","39445","50310","extant","13"
"93747","93747","txn","","","Pica","","93747","genus","Pica","39445","19817","extant","28"
"39446","39446","txn","","","Corvus","","39446","genus","Corvus","39445","12782","extant","270"
"369404","369404","txn","","","Gymnorhinus","","369404","genus","Gymnorhinus","39445","65172","extant","3"
"129836","129836","txn","","","Cyanocitta","","129836","genus","Cyanocitta","39445","27720","extant","15"
"94501","94501","txn","","","Pyrrhocorax","","94501","genus","Pyrrhocorax","39445","19913","extant","85"
"39447","39447","txn","","","Miocitta","","39447","genus","Miocitta","39445","25097","extinct","1"
"290136","290136","txn","","","Lanius","","290136","genus","Lanius","290137","50473","extant","17"
"372527","372527","txn","","","Mohoua","","372527","genus","Mohoua","372528","65172","extant","17"
"415926","415926","txn","","","Furnarius","","415926","genus","Furnarius","415924","72122","extant","0"
"484760","484760","txn","","","Pseudoseisura","","484760","genus","Pseudoseisura","372233","87577","extant","0"
"484729","484729","txn","","","Pseudoseisuropsis","","484729","genus","Pseudoseisuropsis","372233","87577","extinct","0"
"420130","420130","txn","","","Cinclodes","","420130","genus","Cinclodes","372233","72595","extant","1"
"372524","372524","txn","","","Synallaxis","","372524","genus","Synallaxis","372233","65172","extant","0"
"373500","373500","txn","","","Phedina","","373500","genus","Phedina","129831","65172","extant","2"
"191577","191577","txn","","","Hirundo","","191577","genus","Hirundo","129831","12782","extant","20"
"129830","129830","txn","","","Petrochelidon","","129830","genus","Petrochelidon","129831","27720","extant","12"
"379187","379187","txn","","","Ptyonoprogne","","379187","genus","Ptyonoprogne","129831","65172","extant","1"
"368915","368915","txn","","","Delichon","","368915","genus","Delichon","129831","65172","extant","4"
"369544","369544","txn","","","Cecropis","","369544","genus","Cecropis","129831","65172","extant","2"
"290113","290113","txn","","","Tachycineta","","290113","genus","Tachycineta","129831","50469","extant","4"
"373093","373093","txn","","","Riparia","","373093","genus","Riparia","129831","65172","extant","3"
"368397","368397","txn","","","Pooecetes","","368397","genus","Pooecetes","368364","65172","extant","3"
"368393","368393","txn","","","Melozone","","368393","genus","Melozone","368364","65172","extant","2"
"39451","39451","txn","","","Ammodramus","","39451","genus","Ammodramus","368364","4783","extant","7"
"368706","368706","txn","","","Passerherbulus","subjective synonym of","39451","genus","Ammodramus","368364","65172","extant","7"
"510603","510603","txn","","","Coturniculus","subjective synonym of","39451","genus","Ammodramus","368364","65172","extant","7"
"289502","289502","txn","","","Passerculus","","289502","genus","Passerculus","368364","50310","extant","8"
"129853","129853","txn","","","Melospiza","","129853","genus","Melospiza","368364","27720","extant","17"
"500627","500627","txn","","","Artemisiospiza","","500627","genus","Artemisiospiza","368364","65172","extant","1"
"500629","500629","txn","","","Aimophila","","500629","genus","Aimophila","368364","65172","extant","1"
"129848","129848","txn","","","Junco","","129848","genus","Junco","368364","27720","extant","12"
"368400","368400","txn","","","Amphispiza","","368400","genus","Amphispiza","368364","65172","extant","4"
"289530","289530","txn","","","Chondestes","","289530","genus","Chondestes","368364","50310","extant","6"
"130734","130734","txn","","","Pipilo","","130734","genus","Pipilo","368364","27864","extant","37"
"510591","510591","txn","","","Chlorospingus","","510591","genus","Chlorospingus","368364","65172","extant","0"
"289528","289528","txn","","","Spizella","","289528","genus","Spizella","368364","50310","extant","9"
"129851","129851","txn","","","Passerella","","129851","genus","Passerella","368364","27720","extant","7"
"129849","129849","txn","","","Zonotrichia","","129849","genus","Zonotrichia","368364","27720","extant","23"
"372071","372071","txn","","","Brachyspiza","subjective synonym of","129849","genus","Zonotrichia","368364","65172","extant","23"
"369240","369240","txn","","","Calamospiza","","369240","genus","Calamospiza","368364","65172","extant","2"
"373384","373384","txn","","","Amytornis","","373384","genus","Amytornis","373382","65172","extant","1"
"373381","373381","txn","","","Malurus","","373381","genus","Malurus","373382","65172","extant","1"
"124674","124674","txn","","","Hebe","","124674","genus","Hebe","449212","79218","extinct","1"
"379401","379401","txn","","","Gerygone","","379401","genus","Gerygone","255521","65172","extant","7"
"373407","373407","txn","","","Pycnoptilus","","373407","genus","Pycnoptilus","255521","65172","extant","2"
"372729","372729","txn","","","Artamella","","372729","genus","Artamella","158469","65172","extant","1"
"158471","158471","txn","","","Cyanolanius","","158471","genus","Cyanolanius","158469","31261","extant","1"
"158468","158468","txn","","","Vanga","","158468","genus","Vanga","158469","31261","extant","1"
"158470","158470","txn","","","Leptopterus","","158470","genus","Leptopterus","158469","31261","extant","0"
"372450","372450","txn","","","Sphenoeacus","","372450","genus","Sphenoeacus","372451","65172","extant","0"
"158462","158462","txn","","","Nesillas","","158462","genus","Nesillas","371092","31261","extant","1"
"372715","372715","txn","","","Ellisia","replaced by","158462","genus","Nesillas","371092","65172","extant","1"
"371091","371091","txn","","","Acrocephalus","","371091","genus","Acrocephalus","371092","65172","extant","20"
"99164","99164","txn","","","Passer","","99164","genus","Passer","83786","24173","extant","16"
"369516","369516","txn","","","Petronia","","369516","genus","Petronia","83786","65172","extant","4"
"373335","373335","txn","","","Montifringilla","","373335","genus","Montifringilla","83786","65172","extant","3"
"372908","372908","txn","","","Clytorhynchus","","372908","genus","Clytorhynchus","143828","65172","extant","4"
"372587","372587","txn","","","Myiagra","","372587","genus","Myiagra","143828","65172","extant","6"
"414242","414242","txn","","","Monarcha","","414242","genus","Monarcha","143828","65172","extant","1"
"414243","414243","txn","","","Monarcharses","subjective synonym of","414242","genus","Monarcha","143828","65172","extant","1"
"186404","186404","txn","","","Chasiempis","","186404","genus","Chasiempis","143828","36280","extant","1"
"369490","369490","txn","","","Grallina","","369490","genus","Grallina","143828","65172","extant","2"
"373132","373132","txn","","","Hypothymis","","373132","genus","Hypothymis","143828","65172","extant","1"
"158465","158465","txn","","","Terpsiphone","","158465","genus","Terpsiphone","143828","31261","extant","1"
"372599","372599","txn","","","Cleptornis","","372599","genus","Cleptornis","158467","65172","extant","3"
"158466","158466","txn","","","Zosterops","","158466","genus","Zosterops","158467","31261","extant","18"
"428664","428664","txn","","","Ixoreus","","428664","genus","Ixoreus","129843","65172","extant","1"
"369943","369943","txn","","","Meridiocichla","","369943","genus","Meridiocichla","129843","65604","extinct","8"
"368167","368167","txn","","","Myadestes","","368167","genus","Myadestes","129843","65172","extant","0"
"161743","161743","txn","","","Catharus","","161743","genus","Catharus","129843","31595","extant","11"
"83491","83491","txn","","","Turdus","","83491","genus","Turdus","129843","12782","extant","177"
"372206","372206","txn","","","Cichlherminia","subjective synonym of","83491","genus","Turdus","129843","65172","extant","177"
"372055","372055","txn","","","Mimocichla","subjective synonym of","83491","genus","Turdus","129843","65172","extant","177"
"129844","129844","txn","","","Hylocichla","","129844","genus","Hylocichla","129843","27720","extant","3"
"186399","186399","txn","","","Phaeornis","","186399","genus","Phaeornis","129843","36280","extant","0"
"370621","370621","txn","","","Geokichla","","370621","genus","Geokichla","129843","65172","extant","0"
"365964","365964","txn","","","Zoothera","","365964","genus","Zoothera","129843","27487","extant","5"
"369236","369236","txn","","","Sialia","","369236","genus","Sialia","129843","65172","extant","8"
"369186","369186","txn","","","Salpinctes","","369186","genus","Salpinctes","290117","65172","extant","8"
"428628","428628","txn","","","Thryomanes","","428628","genus","Thryomanes","290117","65172","extant","3"
"347894","347894","txn","","","Troglodytes","","347894","genus","Troglodytes","290117","43539","extant","5"
"290116","290116","txn","","","Cistothorus","","290116","genus","Cistothorus","290117","50469","extant","3"
"372609","372609","txn","","","Thryothorus","","372609","genus","Thryothorus","290117","65172","extant","0"
"158472","158472","txn","","","Ploceus","","158472","genus","Ploceus","158473","31261","extant","4"
"158474","158474","txn","","","Foudia","","158474","genus","Foudia","158473","31261","extant","7"
"372234","372234","txn","","","Pipra","","372234","genus","Pipra","372235","65172","extant","0"
"255529","255529","txn","","","Ptilonorhynchus","","255529","genus","Ptilonorhynchus","99144","44314","extant","2"
"479031","479031","txn","","","Sericuloides","","479031","genus","Sericuloides","99144","86482","extinct","1"
"372231","372231","txn","","","Malacoptila","","372231","genus","Malacoptila","39375","65172","extant","1"
"402364","402364","txn","","","Monasa","","402364","genus","Monasa","39375","71102","extant","0"
"358831","358831","txn","","","Galbula","","358831","genus","Galbula","39374","63090","extant","1"
"371833","371833","txn","","","Chlamydotis","","371833","genus","Chlamydotis","39599","65172","extant","2"
"400018","400018","txn","","","Ardeotis","","400018","genus","Ardeotis","39599","71102","extant","1"
"369003","369003","txn","","","Tetrax","","369003","genus","Tetrax","39599","65172","extant","7"
"403867","403867","txn","","","Heterotetrax","","403867","genus","Heterotetrax","39599","71102","extant","0"
"414685","414685","txn","","","Neotis","","414685","genus","Neotis","39599","65172","extant","1"
"401275","401275","txn","","","Afrotis","","401275","genus","Afrotis","39599","71102","extant","0"
"429626","429626","txn","","","Miootis","","429626","genus","Miootis","39599","58139","extinct","0"
"39600","39600","txn","","","Otis","","39600","genus","Otis","39599","12782","extant","8"
"39458","39458","txn","","","Riacama","","39458","genus","Riacama","36616","4783","extinct","0"
"388117","388117","txn","F","","Gobioolithus","","388117","genus","Gobioolithus","388116","69240","extinct","3"
"39272","39272","txn","","","Querandiornis","","39272","genus","Querandiornis","36616","4783","extinct","0"
"39360","39360","txn","","","Palaeopsittacus","","39360","genus","Palaeopsittacus","36616","4783","extinct","1"
"77262","77262","txn","IF","","Koreanornis","","77262","genus","Koreanornis","77056","36652","extinct","1"
"77054","77054","txn","IF","","Pullornipes","","77054","genus","Pullornipes","77056","16939","extinct","1"
"81118","81118","txn","IF","","Koreanaornis","","81118","genus","Koreanaornis","77056","36652","extinct","18"
"363930","363930","txn","IF","","Protornis","","363930","genus","Protornis","36616","64008","extinct","0"
"316538","316538","txn","I","","Avipeda","","316538","genus","Avipeda","143294","54522","extinct","9"
"316537","316537","txn","I","","Fuscinapeda","","316537","genus","Fuscinapeda","143294","54522","extinct","0"
"57430","57430","txn","I","","Aquatilavipes","","57430","genus","Aquatilavipes","143294","10514","extinct","12"
"39432","39432","txn","","","Upupa","","39432","genus","Upupa","39431","12782","extant","6"
"372855","372855","txn","","","Rhyticeros","","372855","genus","Rhyticeros","39429","65172","extant","3"
"372863","372863","txn","","","Aceros","","372863","genus","Aceros","39429","65172","extant","0"
"124186","124186","txn","","","Buceros","","124186","genus","Buceros","39429","12782","extant","0"
"400597","400597","txn","","","Tockus","","400597","genus","Tockus","39429","71102","extant","0"
"39430","39430","txn","","","Bucorvus","","39430","genus","Bucorvus","39429","4783","extant","0"
"400598","400598","txn","","","Lophoceros","","400598","genus","Lophoceros","39429","71102","extant","0"
"134702","134702","txn","","","Ibidopodia","","134702","genus","Ibidopodia","36616","28327","extinct","0"
"77265","77265","txn","IF","","Jindongornipes","","77265","genus","Jindongornipes","77264","17415","extinct","5"
"485475","485475","txn","","","Plectophora","","485475","genus","Plectophora","36616","75389","extant","0"
"39520","39520","txn","","","Euryonotus","","39520","genus","Euryonotus","36616","57748","extinct","0"
"207942","207942","txn","","","Austinornis","","207942","genus","Austinornis","207941","38775","extinct","0"
"487041","487041","txn","","","Eopteryx","","487041","genus","Eopteryx","36616","24920","extant","0"
"335234","335234","txn","","","Tantalatos","","335234","genus","Tantalatos","36616","57785","extinct","0"
"170994","170994","txn","","","Yandangornis","","170994","genus","Yandangornis","170993","33894","extinct","1"
"484771","484771","txn","","","Climacarthrus","nomen dubium","36616","class","Aves","36616","87577","extinct","0"
"68247","68247","txn","","","Pedopenna","","68247","genus","Pedopenna","64113","14925","extinct","1"
"372275","372275","txn","","","Caihong","","372275","genus","Caihong","64113","66096","extinct","1"
"214885","214885","txn","","","Pneumatoraptor","","214885","genus","Pneumatoraptor","64113","32758","extinct","1"
"255864","255864","txn","","","Eosinopteryx","","255864","genus","Eosinopteryx","64113","44398","extinct","1"
"375979","375979","txn","","","Ostromia","","375979","genus","Ostromia","375978","66711","extinct","0"
"66640","66640","txn","","","Ngexisaurus","","66640","genus","Ngexisaurus","53940","13898","extinct","1"
"452160","452160","txn","IF","","Shanbeipus","","452160","genus","Shanbeipus","53940","79980","extinct","1"
"38528","38528","txn","","","Coelurus","","38528","genus","Coelurus","53940","7814","extinct","14"
"133458","133458","txn","I","","Qomoqomosauropus","","133458","genus","Qomoqomosauropus","53940","28154","extinct","1"
"424325","424325","txn","","","Shishugounykus","","424325","genus","Shishugounykus","66689","73370","extinct","1"
"267166","267166","txn","","","Aorun","","267166","genus","Aorun","66689","46671","extinct","1"
"162352","162352","txn","","","Haplocheirus","","162352","genus","Haplocheirus","162354","31855","extinct","1"
"391295","391295","txn","","","Qiupanykus","","391295","genus","Qiupanykus","162354","69695","extinct","1"
"243259","243259","txn","","","Bonapartenykus","","243259","genus","Bonapartenykus","162354","42494","extinct","3"
"64772","64772","txn","","","Patagonykus","","64772","genus","Patagonykus","162354","36418","extinct","1"
"391220","391220","txn","","","Bannykus","","391220","genus","Bannykus","162354","69684","extinct","1"
"424533","424533","txn","","","Nemegtonykus","","424533","genus","Nemegtonykus","162354","73451","extinct","1"
"38549","38549","txn","","","Tugulusaurus","","38549","genus","Tugulusaurus","162354","13379","extinct","1"
"140785","140785","txn","","","Albertonykus","","140785","genus","Albertonykus","64116","29124","extinct","2"
"432179","432179","txn","","","Trierarchuncus","","432179","genus","Trierarchuncus","64116","75223","extinct","6"
"133925","133925","txn","","","Achillesaurus","","133925","genus","Achillesaurus","64116","28254","extinct","1"
"64774","64774","txn","","","Alvarezsaurus","","64774","genus","Alvarezsaurus","64116","12794","extinct","1"
"145604","145604","txn","","","Ceratonykus","","145604","genus","Ceratonykus","68181","29706","extinct","1"
"479065","479065","txn","","","Jaculinykus","","479065","genus","Jaculinykus","68181","86504","extinct","1"
"66043","66043","txn","","","Shuvuuia","","66043","genus","Shuvuuia","68181","13618","extinct","3"
"307772","307772","txn","","","Shuuvuia","","307772","genus","Shuuvuia","66045","13618","extinct","0"
"165127","165127","txn","","","Xixianykus","","165127","genus","Xixianykus","68181","32350","extinct","1"
"461663","461663","txn","","","Khulsanurus","","461663","genus","Khulsanurus","68181","82404","extinct","1"
"53210","53210","txn","","","Mononykus","","53210","genus","Mononykus","68181","14286","extinct","6"
"67286","67286","txn","","","Mononychus","replaced by","53210","genus","Mononykus","68181","14285","extinct","6"
"473892","473892","txn","","","Dzharaonyx","","473892","genus","Dzharaonyx","68181","85048","extinct","1"
"177464","177464","txn","","","Albinykus","","177464","genus","Albinykus","68181","35185","extinct","1"
"68182","68182","txn","","","Parvicursor","","68182","genus","Parvicursor","68181","7467","extinct","1"
"175493","175493","txn","","","Linhenykus","","175493","genus","Linhenykus","68181","34900","extinct","2"
"455665","455665","txn","","","Ondogurvel","","455665","genus","Ondogurvel","68181","81613","extinct","1"
"90545","90545","txn","","","Elopteryx","","90545","genus","Elopteryx","64116","34611","extinct","3"
"249147","249147","txn","","","Alnashetri","","249147","genus","Alnashetri","64116","43343","extinct","2"
"391218","391218","txn","","","Xiyunykus","","391218","genus","Xiyunykus","162354","69684","extinct","1"
"243263","243263","txn","F","","Arriagadoolithus","","243263","genus","Arriagadoolithus","243262","42494","extinct","2"
"173219","173219","txn","IF","","Britoichnium","","173219","genus","Britoichnium","53940","34309","extinct","0"
"179004","179004","txn","","","Zuolong","","179004","genus","Zuolong","53940","35401","extinct","1"
"244993","244993","txn","","","Bicentenaria","","244993","genus","Bicentenaria","53940","42624","extinct","1"
"85216","85216","txn","IF","","Irenichnites","","85216","genus","Irenichnites","294796","18574","extinct","3"
"85214","85214","txn","IF","","Columbosauripus","","85214","genus","Columbosauripus","294796","18574","extinct","14"
"68027","68027","txn","I","","Magnoavipes","","68027","genus","Magnoavipes","294796","7663","extinct","25"
"63444","63444","txn","I","","Ornithomimipus","","63444","genus","Ornithomimipus","294796","12111","extinct","15"
"293931","293931","txn","IF","","Xiuningpus","","293931","genus","Xiuningpus","53940","50964","extinct","1"
"519760","519760","txn","","","Huadanosaurus","","519760","genus","Huadanosaurus","90629","94666","extinct","1"
"54548","54548","txn","","","Sinosauropteryx","","54548","genus","Sinosauropteryx","90629","19389","extinct","4"
"72320","72320","txn","","","Juravenator","","72320","genus","Juravenator","53940","16916","extinct","1"
"171392","171392","txn","","","Kol","","171392","genus","Kol","53940","33957","extinct","1"
"85826","85826","txn","IF","","Satapliasaurus","","85826","genus","Satapliasaurus","53940","29223","extinct","4"
"65333","65333","txn","","","Lourinhanosaurus","","65333","genus","Lourinhanosaurus","53940","13153","extinct","2"
"133460","133460","txn","IF","","Kainomoyenisauropus","","133460","genus","Kainomoyenisauropus","53940","28154","extinct","1"
"141620","141620","txn","IF","","Taupezia","","141620","genus","Taupezia","53940","31251","extinct","1"
"133420","133420","txn","IF","","Neotripodiscus","","133420","genus","Neotripodiscus","53940","28154","extinct","0"
"269470","269470","txn","","","Jianchangosaurus","","269470","genus","Jianchangosaurus","67254","46984","extinct","1"
"372482","372482","txn","","","Fukuivenator","","372482","genus","Fukuivenator","67254","66126","extinct","1"
"392825","392825","txn","","","Lingyuanosaurus","","392825","genus","Lingyuanosaurus","67254","69760","extinct","1"
"68519","68519","txn","F","","Placoolithus","","68519","genus","Placoolithus","67212","5972","extinct","4"
"515614","515614","txn","F","","Paradendroolithus","subjective synonym of","68519","genus","Placoolithus","67212","93192","extinct","4"
"64123","64123","txn","","","Alxasaurus","","64123","genus","Alxasaurus","64125","12452","extinct","1"
"68373","68373","txn","","","Erliansaurus","","68373","genus","Erliansaurus","38552","15002","extinct","1"
"68371","68371","txn","","","Neimongosaurus","","68371","genus","Neimongosaurus","38552","15000","extinct","2"
"461676","461676","txn","","","Paralitherizinosaurus","","461676","genus","Paralitherizinosaurus","38552","82423","extinct","1"
"66509","66509","txn","","","Eshanosaurus","","66509","genus","Eshanosaurus","38552","13833","extinct","1"
"38711","38711","txn","","","Segnosaurus","","38711","genus","Segnosaurus","38552","13910","extinct","6"
"506062","506062","txn","","","Duonychus","","506062","genus","Duonychus","38552","91519","extinct","1"
"38553","38553","txn","","","Therizinosaurus","","38553","genus","Therizinosaurus","38552","13917","extinct","2"
"66507","66507","txn","","","Nothronychus","","66507","genus","Nothronychus","38552","13832","extinct","2"
"112901","112901","txn","","","Suzhousaurus","","112901","genus","Suzhousaurus","38552","26006","extinct","2"
"68384","68384","txn","","","Enigmosaurus","","68384","genus","Enigmosaurus","38552","15004","extinct","1"
"54831","54831","txn","","","Nanshiungosaurus","","54831","genus","Nanshiungosaurus","38552","9256","extinct","2"
"334833","334833","txn","","","Tiantaisaurus","","334833","genus","Tiantaisaurus","38552","57696","extinct","1"
"68240","68240","txn","","","Beipiaosaurus","","68240","genus","Beipiaosaurus","64125","14920","extinct","2"
"246318","246318","txn","","","Martharaptor","","246318","genus","Martharaptor","64125","42836","extinct","1"
"65779","65779","txn","","","Falcarius","","65779","genus","Falcarius","67254","13444","extinct","2"
"66666","66666","txn","","","Erlikosaurus","","66666","genus","Erlikosaurus","67254","13909","extinct","1"
"65424","65424","txn","","","Megaraptor","","65424","genus","Megaraptor","322713","13204","extinct","3"
"148972","148972","txn","","","Australovenator","","148972","genus","Australovenator","322713","30242","extinct","4"
"455622","455622","txn","","","Maip","","455622","genus","Maip","322713","81587","extinct","1"
"514971","514971","txn","","","Joaquinraptor","","514971","genus","Joaquinraptor","322713","93097","extinct","1"
"345444","345444","txn","","","Murusraptor","","345444","genus","Murusraptor","322713","59917","extinct","1"
"148965","148965","txn","","","Aerosteon","","148965","genus","Aerosteon","322713","30238","extinct","1"
"376161","376161","txn","","","Tratayenia","","376161","genus","Tratayenia","322713","66748","extinct","1"
"122475","122475","txn","","","Orkoraptor","","122475","genus","Orkoraptor","322713","27164","extinct","2"
"283700","283700","txn","","","Siats","","283700","genus","Siats","160851","49074","extinct","1"
"387581","387581","txn","","","Vayuraptor","","387581","genus","Vayuraptor","160851","69147","extinct","1"
"387579","387579","txn","","","Phuwiangvenator","","387579","genus","Phuwiangvenator","160851","69147","extinct","2"
"345412","345412","txn","","","Aoniraptor","","345412","genus","Aoniraptor","160851","59904","extinct","1"
"133453","133453","txn","IF","","Cridotrisauropus","","133453","genus","Cridotrisauropus","53940","28154","extinct","1"
"141617","141617","txn","IF","","Lapparentichnus","","141617","genus","Lapparentichnus","53940","29189","extinct","1"
"68259","68259","txn","","","Tanycolagreus","","68259","genus","Tanycolagreus","53940","14957","extinct","4"
"37579","37579","txn","","","Brasileosaurus","","37579","genus","Brasileosaurus","53940","18505","extinct","1"
"65210","65210","txn","","","Xinjiangovenator","","65210","genus","Xinjiangovenator","53940","13089","extinct","1"
"440804","440804","txn","","","Lajasvenator","","440804","genus","Lajasvenator","65363","77590","extinct","1"
"77207","77207","txn","","","Tyrannotitan","","77207","genus","Tyrannotitan","287285","17101","extinct","3"
"462127","462127","txn","","","Meraxes","","462127","genus","Meraxes","287285","82749","extinct","1"
"170753","170753","txn","","","Concavenator","","170753","genus","Concavenator","65363","33846","extinct","1"
"38576","38576","txn","","","Carcharodontosaurus","","38576","genus","Carcharodontosaurus","65363","7053","extinct","44"
"249375","249375","txn","","","Sauroniops","subjective synonym of","38576","genus","Carcharodontosaurus","65363","43380","extinct","44"
"398129","398129","txn","","","Veterupristisaurus","","398129","genus","Veterupristisaurus","65363","70690","extinct","2"
"38597","38597","txn","","","Acrocanthosaurus","","38597","genus","Acrocanthosaurus","65363","7059","extinct","14"
"505393","505393","txn","","","Tameryraptor","","505393","genus","Tameryraptor","65363","91382","extinct","1"
"38581","38581","txn","","","Kelmayisaurus","","38581","genus","Kelmayisaurus","65363","13379","extinct","1"
"77205","77205","txn","","","Mapusaurus","","77205","genus","Mapusaurus","65363","17069","extinct","1"
"123317","123317","txn","","","Eocarcharia","","123317","genus","Eocarcharia","65363","27280","extinct","2"
"345410","345410","txn","","","Taurovenator","","345410","genus","Taurovenator","65363","59904","extinct","2"
"58907","58907","txn","","","Unquillosaurus","","58907","genus","Unquillosaurus","65363","11803","extinct","1"
"161116","161116","txn","","","Shaochilong","","161116","genus","Shaochilong","65363","31488","extinct","1"
"54540","54540","txn","","","Giganotosaurus","","54540","genus","Giganotosaurus","65363","7848","extinct","4"
"38590","38590","txn","","","Allosaurus","","38590","genus","Allosaurus","64112","7811","extinct","147"
"52976","52976","txn","","","Labrosaurus","subjective synonym of","38590","genus","Allosaurus","64112","5981","extinct","147"
"52904","52904","txn","","","Antrodemus","subjective synonym of","38590","genus","Allosaurus","64112","11982","extinct","147"
